0,88521.1973,287510.651,510074.595,603369.24,805599.756,1076140.12
0.004076087,278177.42,287374.968,509833.879,603084.497,805219.575,1075632.27
0.00815217399,726325.017,286968.697,509113.111,602231.897,804081.211,1074111.61
0.012228261,1339761.02,286294.158,507916.407,600816.311,802191.165,1071586.84
0.016304348,2117159.03,285355.182,506250.562,598845.777,799560.169,1068072.29
0.020380435,2295512.21,284157.054,504124.957,596331.39,796203.038,1063587.75
0.024456522,2008501.88,282706.446,501551.422,593287.146,792138.458,1058158.19
0.028532609,1246585.7,281011.316,498544.08,589729.75,787388.734,1051813.39
0.032608696,813941.033,279080.809,495119.156,585678.393,781979.489,1044587.58
0.036684783,553982.443,276925.135,491294.76,581154.5,775939.328,1036518.99
0.04076087,449978.56,274555.438,487090.664,576181.458,769299.479,1027649.31
0.044836957,491275.922,271983.66,482528.055,570784.331,762093.403,1018023.26
0.048913044,462606.638,269222.402,477629.289,564989.561,754356.407,1007687.99
0.052989131,323492.706,266284.779,472417.632,558824.672,746125.24,996692.59
0.057065218,225018.469,263184.283,466917.021,552317.977,737437.704,985087.563
0.061141305,327968.559,259934.641,461151.81,545498.286,728332.266,972924.293
0.065217392,531951.561,256549.691,455146.547,538394.637,718847.695,960254.569
0.069293479,607499.708,253043.254,448925.752,531036.035,709022.72,947130.123
0.073369566,662052.475,249429.021,442513.718,523451.214,698895.704,933602.205
0.0774456529,219484.747,245720.455,435934.324,515668.424,688504.366,919721.197
0.0815217399,149102.921,241930.691,429210.878,507715.233,677885.514,905536.272
0.0855978269,64546.1153,238072.463,422365.971,499618.365,667074.829,891095.091
0.0896739139,188832.149,234158.033,415421.354,491403.551,656106.666,876443.547
0.0937500009,348575.087,230199.134,408397.845,483095.414,645013.901,861625.556
0.0978260879,466147.137,226206.925,401315.239,474717.371,633827.8,846682.886
0.101902175,522223.64,222191.955,394192.254,466291.564,622577.926,831655.025
0.105978262,308118.036,218164.142,387046.484,457838.805,611292.066,816579.094
0.110054349,179802.897,214132.755,379894.372,449378.544,599996.19,801489.782
