1,0.53766714
2,1.83388501
3,-2.25884686
4,0.86217332
5,0.31876524
6,-1.3076883
7,-0.433592022
8,0.342624467
9,3.57839694
10,2.76943703
11,-1.34988694
12,3.03492347
13,0.725404225
14,-0.0630548732
15,0.714742904
16,-0.204966058
17,-0.124144348
18,1.48969761
19,1.40903449
20,1.41719241
21,0.671497134
22,-1.20748692
23,0.717238651
24,1.63023529
25,0.48889377
26,1.03469301
27,0.726885133
28,-0.303440925
29,0.293871467
30,-0.787282804
31,0.888395632
32,-1.14707011
33,-1.06887046
34,-0.809498694
35,-2.94428416
36,1.43838029
37,0.325190539
38,-0.754928319
39,1.37029854
40,-1.71151642
41,-0.102242446
42,-0.241447042
43,0.319206739
44,0.312858597
45,-0.864879917
46,-0.0300512962
47,-0.164879019
48,0.627707288
49,1.09326567
50,1.1092733
51,-0.863652822
52,0.0773590911
53,-1.21411704
54,-1.11350074
55,-0.0068493281
56,1.53263031
57,-0.769665914
58,0.371378813
59,-0.225584402
60,1.11735614
61,-1.0890643
62,0.0325574642
63,0.552527021
64,1.10061022
65,1.5442119
66,0.0859311332
67,-1.49159031
68,-0.742301837
69,-1.06158173
70,2.35045722
71,-0.615601881
72,0.748076784
73,-0.192418511
74,0.888610425
75,-0.764849237
76,-1.40226897
77,-1.42237593
78,0.48819391
79,-0.177375157
80,-0.196053488
81,1.41931015
82,0.291584374
83,0.197811053
84,1.58769909
85,-0.804465956
86,0.696624416
87,0.835088165
88,-0.24371514
89,0.215670086
90,-1.16584393
91,-1.14795278
92,0.104874716
93,0.722254032
94,2.58549125
95,-0.666890671
96,0.187331025
97,-0.0824944254
98,-1.93302292
99,-0.438966154
100,-1.79467884
101,0.84037553
102,-0.888032082
103,0.100092833
104,-0.54452893
105,0.303520795
106,-0.600326562
107,0.489965321
108,0.739363124
109,1.71188778
110,-0.194123536
111,-2.13835527
112,-0.839588747
113,1.35459433
114,-1.07215529
115,0.96095387
116,0.1240498
117,1.43669662
118,-1.9609
119,-0.197698226
120,-1.20784549
121,2.90800803
122,0.825218894
123,1.37897198
124,-1.05818026
125,-0.468615581
126,-0.272469409
127,1.09842462
128,-0.277871933
129,0.701541458
130,-2.0518163
131,-0.353849998
132,-0.823586525
133,-1.57705702
134,0.507974651
135,0.281984064
136,0.0334798822
137,-1.33367794
138,1.12749228
139,0.350179411
140,-0.29906603
141,0.0228897928
142,-0.261995435
143,-1.75021237
144,-0.285650972
145,-0.831366512
146,-0.979206305
147,-1.15640166
148,-0.533557109
149,-2.00263574
150,0.964229423
151,0.520060101
152,-0.0200278516
153,-0.034771086
154,-0.798163585
